"","genes","modules"
"12593","LOC100288748","brown"
"12594","ESRP1","brown"
"12595","DPY19L4","grey60"
"12596","INTS8","brown"
"12597","CCNE2","brown"
"12598","TP53INP1","brown"
"12599","NDUFAF6","brown"
"12600","PLEKHF2","brown"
"12601","LOC100500773","blue2"
"12602","GDF6","darkviolet"
"12603","MTERF3","brown"
"12604","SDC2","brown"
"12605","CPQ","blue"
"12606","LOC101927066","skyblue"
"12607","TSPYL5","grey60"
"12608","MTDH","brown"
"12609","MATN2","brown"
"12610","SNORA72","grey60"
"12611","HRSP12","brown"
"12612","POP1","pink"
"12613","NIPAL2","grey60"
"12614","KCNS2","pink"
"12615","STK3","brown"
"12616","VPS13B","brown"
"12617","POLR2K","brown"
"12618","SPAG1","brown"
"12619","RNF19A","brown"
"12620","ANKRD46","brown"
"12621","SNX31","pink"
"12622","PABPC1","grey60"
"12623","MIR7705","brown"
"12624","YWHAZ","brown"
"12625","FLJ42969","skyblue"
"12626","NACAP1","brown"
"12627","GRHL2","grey60"
"12628","MIR5680","plum2"
"12629","RRM2B","brown"
"12630","UBR5-AS1","brown"
"12631","UBR5","grey60"
"12632","KLF10","brown"
"12633","AZIN1","brown"
"12634","AZIN1-AS1","brown"
"12635","ATP6V1C1","brown"
"12636","FZD6","brown"
"12637","SLC25A32","brown"
"12638","DCAF13","brown"
"12639","DCSTAMP","blue"
"12640","LRP12","brown"
"12641","OXR1","brown"
"12642","ABRA","brown"
"12643","ANGPT1","brown"
"12644","RSPO2","blue"
"12645","EIF3E","brown"
"12646","EMC2","brown"
"12647","TMEM74","cyan"
"12648","NUDCD1","brown"
"12649","ENY2","brown"
"12650","EBAG9","brown"
"12651","KCNV1","blue"
"12652","LINC01608","blue"
"12653","CSMD3","blue"
"12654","TRPS1","brown"
"12655","LINC00536","cyan"
"12656","EIF3H","grey60"
"12657","UTP23","brown"
"12658","RAD21","grey60"
"12659","RAD21-AS1","grey60"
"12660","MIR3610","grey60"
"12661","AARD","brown"
"12662","EXT1","grey60"
"12663","SAMD12","grey60"
"12664","SAMD12-AS1","brown"
"12665","TNFRSF11B","skyblue"
"12666","COLEC10","brown"
"12667","MAL2","brown"
"12668","NOV","blue"
"12669","ENPP2","brown"
"12670","TAF2","brown"
"12671","DSCC1","brown"
"12672","DEPTOR","grey60"
"12673","COL14A1","antiquewhite4"
"12674","MRPL13","brown"
"12675","MTBP","brown"
"12676","SNTB1","brown"
"12677","LOC101927543","brown"
"12678","HAS2","brown"
"12679","HAS2-AS1","brown"
"12680","LOC105375734","brown"
"12681","TBC1D31","brown"
"12682","FAM83A-AS1","grey60"
"12683","C8orf76","brown"
"12684","ZHX1-C8orf76","brown"
"12685","ZHX1","brown"
"12686","ATAD2","brown"
"12687","FBXO32","blue"
"12688","KLHL38","antiquewhite4"
"12689","FAM91A1","brown"
"12690","FER1L6","grey60"
"12691","FER1L6-AS1","brown"
"12692","FER1L6-AS2","grey60"
"12693","LOC101927588","pink"
"12694","TMEM65","grey60"
"12695","TRMT12","grey60"
"12696","RNF139-AS1","brown"
"12697","RNF139","brown"
"12698","TATDN1","brown"
"12699","MIR4662B","plum2"
"12700","MIR4662A","plum2"
"12701","ZNF572","brown"
"12702","KIAA0196","brown"
"12703","NSMCE2","brown"
"12704","TRIB1","blue"
"12705","LINC00861","steelblue"
"12706","FAM84B","brown"
"12707","PCAT1","pink"
"12708","PCAT2","pink"
"12709","PRNCR1","grey60"
"12710","CASC19","brown"
"12711","CASC21","brown"
"12712","CCAT2","brown"
"12713","CASC11","brown"
"12714","MYC","grey60"
"12715","PVT1","brown"
"12716","TMEM75","brown"
"12717","MIR1205","skyblue"
"12718","MIR1207","blue2"
"12719","LINC00824","blue"
"12720","LINC00977","blue"
"12721","CCDC26","blue"
"12722","GSDMC","brown"
"12723","FAM49B","blue"
"12724","MIR5194","blue"
"12725","ASAP1","blue"
"12726","ASAP1-IT2","pink"
"12727","ASAP1-IT1","pink"
"12728","ADCY8","blue"
"12729","EFR3A","brown"
"12730","OC90","blue"
"12731","HHLA1","blue"
"12732","KCNQ3","skyblue"
"12733","HPYR1","blue"
"12734","TMEM71","blue"
"12735","PHF20L1","blue"
"12736","TG","blue"
"12737","SLA","blue"
"12738","MIR7848","blue"
"12739","WISP1","cyan"
"12740","ST3GAL1","grey60"
"12741","LOC101927798","blue"
"12742","LOC101927822","skyblue"
"12743","ZFAT-AS1","grey60"
"12744","LINC01591","blue"
"12745","FAM135B","thistle2"
"12746","PTK2","brown"
"12747","LINC01300","skyblue"
"12748","GPR20","thistle2"
"12749","LINC00051","grey60"
"12750","ARC","blue"
"12751","JRK","grey60"
"12752","LY6K","pink"
"12753","LOC100288181","pink"
"12754","SLURP1","pink"
"12755","GML","steelblue"
"12756","CYP11B1","antiquewhite4"
"12757","CYP11B2","plum2"
"12758","CDC42P3","pink"
"12759","GPIHBP1","antiquewhite4"
"12760","TOP1MT","grey60"
"12761","ZNF623","grey60"
"12762","BREA2","pink"
"12763","NRBP2","grey60"
"12764","SPATC1","steelblue"
"12765","MIR6846","brown"
"12766","MIR6847","pink"
"12767","MIR7112","grey60"
"12768","MIR6849","pink"
"12769","MIR6893","grey60"
"12770","KIFC2","grey60"
"12771","FOXH1","pink"
"12772","ZNF251","brown"
"12773","ZNF34","brown"
"12774","ZNF7","brown"
"12775","ZNF250","brown"
"12776","ZNF16","brown"
"12777","ZNF252P","brown"
"12778","TMED10P1","brown"
"12779","ZNF252P-AS1","brown"
"12780","DDX11L5","pink"
"12781","FAM138C","blue"
"12782","FOXD4","grey60"
"12783","CBWD1","brown"
"12784","C9orf66","blue"
"12785","DOCK8","blue"
"12786","KANK1","brown"
"12787","LINC01230","skyblue1"
"12788","DMRT2","brown"
"12789","SMARCA2","grey60"
"12790","VLDLR","brown"
"12791","KIAA0020","brown"
"12792","LINC01231","blue"
"12793","SLC1A1","brown"
"12794","PPAPDC2","brown"
"12795","CDC37L1-AS1","brown"
"12796","CDC37L1","brown"
"12797","AK3","brown"
"12798","RCL1","brown"
"12799","JAK2","brown"
"12800","INSL6","plum"
"12801","INSL4","steelblue"
"12802","CD274","cyan"
"12803","PDCD1LG2","brown"
"12804","RIC1","brown"
"12805","ERMP1","grey60"
"12806","MLANA","brown"
"12807","KIAA2026","brown"
"12808","MIR4665","brown"
"12809","RANBP6","brown"
"12810","IL33","brown"
"12811","TPD52L3","blue"
"12812","UHRF2","grey60"
"12813","KDM4C","brown"
"12814","PTPRD-AS2","blue"
"12815","NFIB","grey60"
"12816","ZDHHC21","brown"
"12817","CER1","skyblue"
"12818","FREM1","blue"
"12819","TTC39B","brown"
"12820","SNAPC3","brown"
"12821","PSIP1","brown"
"12822","CCDC171","brown"
"12823","C9orf92","mediumpurple2"
"12824","BNC2","pink"
"12825","SH3GL2","blue"
"12826","ADAMTSL1","cyan"
"12827","MIR3152","blue"
"12828","HAUS6","grey60"
"12829","SCARNA8","brown"
"12830","DENND4C","brown"
"12831","ACER2","grey60"
"12832","SLC24A2","skyblue"
"12833","MLLT3","brown"
"12834","MIR4473","cyan"
"12835","FOCAD","brown"
"12836","FOCAD-AS1","brown"
"12837","MIR491","pink"
"12838","IFNA21","blue"
"12839","IFNA4","mediumpurple2"
"12840","IFNA16","blue"
"12841","IFNA17","blue"
"12842","IFNA14","steelblue"
"12843","IFNA5","blue2"
"12844","KLHL9","brown"
"12845","IFNA8","blue"
"12846","IFNE","brown"
"12847","MTAP","brown"
"12848","CDKN2A-AS1","blue"
"12849","CDKN2B","blue"
"12850","DMRTA1","brown"
"12851","LOC101929563","brown"
"12852","LINC01241","skyblue"
"12853","LOC100506422","skyblue"
"12854","CAAP1","brown"
"12855","PLAA","brown"
"12856","LRRC19","brown"
"12857","TEK","cyan"
"12858","LINC00032","brown"
"12859","C9orf72","blue"
"12860","LINGO2","brown"
"12861","MIR873","blue"
"12862","LINC01242","blue"
"12863","ACO1","brown"
"12864","DDX58","cyan"
"12865","TOPORS","brown"
"12866","TAF1L","grey60"
"12867","TMEM215","skyblue"
"12868","DNAJA1","brown"
"12869","SMU1","grey60"
"12870","CHMP5","brown"
"12871","NFX1","brown"
"12872","MIR6851","orangered3"
"12873","SUGT1P1","grey60"
"12874","ANKRD18B","brown"
"12875","PTENP1","grey60"
"12876","LINC01251","blue"
"12877","PRSS3","pink"
"12878","UBAP2","grey60"
"12879","SNORD121B","grey60"
"12880","SNORD121A","brown"
"12881","UBAP1","blue"
"12882","KIAA1161","grey60"
"12883","CNTFR-AS1","skyblue1"
"12884","IL11RA","grey60"
"12885","FAM205A","grey60"
"12886","FAM205BP","blue"
"12887","FAM205C","blue"
"12888","PHF24","blue"
"12889","C9orf131","brown"
"12890","UNC13B","grey60"
"12891","ATP8B5P","pink"
"12892","MIR4667","thistle2"
"12893","FAM221B","brown"
"12894","LINC00950","grey60"
"12895","HRCT1","pink"
"12896","OR2S2","blue"
"12897","RECK","brown"
"12898","GNE","grey60"
"12899","RNF38","brown"
"12900","EBLN3","grey60"
"12901","ZCCHC7","brown"
"12902","ZBTB5","grey60"
"12903","POLR1E","grey60"
"12904","FRMPD1","skyblue"
"12905","TRMT10B","grey60"
"12906","EXOSC3","brown"
"12907","DCAF10","brown"
"12908","SLC25A51","grey60"
"12909","ANKRD18A","brown"
"12910","CNTNAP3","brown"
"12911","SPATA31A1","grey60"
"12912","ZNF658B","grey60"
"12913","ZNF658","brown"
"12914","KGFLP2","grey60"
"12915","ANKRD20A2","grey60"
"12916","ANKRD20A3","grey60"
"12917","FOXD4L4","grey60"
"12918","LOC101928381","grey60"
"12919","LOC286297","grey60"
"12920","AQP7P3","antiquewhite4"
"12921","LOC642929","blue"
"12922","LOC102723709","darkviolet"
"12923","LINC01410","blue"
"12924","PTGER4P2-CDK2AP2P2","grey60"
"12925","LOC403323","brown"
"12926","LOC728673","brown"
"12927","ANKRD20A1","grey60"
"12928","MIR4477B","grey60"
"12929","MIR4477A","grey60"
"12930","LOC642236","grey60"
"12931","LOC100132352","grey60"
"12932","MIR1299","orangered3"
"12933","PGM5P2","pink"
"12934","FOXD4L6","grey60"
"12935","CBWD6","grey60"
"12936","CBWD5","grey60"
"12937","ANKRD20A4","pink"
"12938","LOC100133920","pink"
"12939","FOXD4L5","skyblue1"
"12940","CBWD3","grey60"
"12941","FOXD4L3","pink"
"12942","PGM5-AS1","mediumpurple2"
"12943","PGM5","skyblue"
"12944","TMEM252","blue"
"12945","LINC01506","blue"
"12946","PIP5K1B","grey60"
"12947","FAM122A","brown"
"12948","LOC101927069","blue"
"12949","PRKACG","blue"
"12950","TJP2","grey60"
"12951","APBA1","grey60"
"12952","PTAR1","grey60"
"12953","MAMDC2","cyan"
"12954","MAMDC2-AS1","brown"
"12955","SMC5-AS1","brown"
"12956","SMC5","brown"
"12957","KLF9","grey60"
"12958","TMEM2","grey60"
"12959","ABHD17B","brown"
"12960","C9orf85","brown"
"12961","GDA","brown"
"12962","LINC01504","brown"
"12963","ZFAND5","brown"
"12964","TMC1","brown"
"12965","LINC01474","grey60"
"12966","ALDH1A1","brown"
"12967","ANXA1","brown"
"12968","RORB","brown"
"12969","TRPM6","brown"
"12970","C9orf40","brown"
"12971","C9orf41-AS1","brown"
"12972","C9orf41","brown"
"12973","NMRK1","brown"
"12974","OSTF1","brown"
"12975","PCSK5","brown"
"12976","RFK","brown"
"12977","GCNT1","brown"
"12978","PCA3","blue"
"12979","VPS13A-AS1","brown"
"12980","VPS13A","grey60"
"12981","GNA14-AS1","brown"
"12982","GNAQ","grey60"
"12983","CEP78","brown"
"12984","PSAT1","brown"
"12985","LOC101927450","steelblue"
"12986","TLE4","grey60"
"12987","LINC01507","cyan"
"12988","TLE1","grey60"
"12989","LOC101927502","brown"
"12990","SPATA31D5P","cyan"
"12991","SPATA31D4","skyblue1"
"12992","SPATA31D3","blue"
"12993","SPATA31D1","blue"
"12994","RASEF","brown"
"12995","FRMD3","brown"
"12996","UBQLN1","grey60"
"12997","GKAP1","pink"
"12998","C9orf64","grey60"
"12999","HNRNPK","brown"
"13000","MIR7-1","grey60"
"13001","RMI1","brown"
"13002","SLC28A3","grey60"
"13003","NTRK2","skyblue1"
"13004","AGTPBP1","brown"
"13005","LOC389765","brown"
"13006","NAA35","brown"
"13007","GOLM1","brown"
"13008","C9orf153","pink"
"13009","ISCA1","brown"
"13010","ZCCHC6","blue"
"13011","LOC440173","grey60"
"13012","LOC494127","brown"
"13013","DAPK1","grey60"
"13014","CTSL3P","brown"
"13015","SPATA31E1","blue"
"13016","SPATA31C1","blue"
"13017","SPIN1","brown"
"13018","LOC286238","blue"
"13019","C9orf47","thistle2"
"13020","S1PR3","thistle2"
"13021","SHC3","grey60"
"13022","MIR3153","blue"
"13023","SECISBP2","grey60"
"13024","LOC101927847","blue"
"13025","MIR4290","blue"
"13026","LINC01501","blue"
"13027","SYK","brown"
"13028","LOC100129316","pink"
"13029","AUH","brown"
"13030","NFIL3","blue"
"13031","SPTLC1","brown"
"13032","LOC100128076","blue"
"13033","LINC00475","grey60"
"13034","IARS","brown"
"13035","MIR3651","brown"
"13036","SNORA84","brown"
"13037","NOL8","brown"
"13038","OGN","brown"
"13039","OMD","pink"
"13040","ASPN","brown"
"13041","ECM2","grey60"
"13042","MIR4670","skyblue"
"13043","LOC100128361","grey60"
"13044","BICD2","brown"
"13045","ANKRD19P","pink"
"13046","ZNF484","brown"
"13047","LOC642943","blue"
"13048","C9orf129","grey60"
"13049","FAM120A","grey60"
"13050","PTPDC1","brown"
"13051","MIRLET7A1","blue"
"13052","MIRLET7F1","brown"
"13053","MIRLET7DHG","brown"
"13054","MIRLET7D","grey60"
"13055","ZNF169","brown"
"13056","HIATL1","brown"
"13057","MIR6081","grey60"
"13058","MIR23B","grey60"
"13059","MIR27B","grey60"
"13060","MIR3074","grey60"
"13061","MIR24-1","grey60"
"13062","FANCC","grey60"
"13063","PTCH1","grey60"
"13064","LOC100507346","grey60"
"13065","LINC00476","brown"
"13066","ERCC6L2","brown"
"13067","LOC158434","blue"
"13068","SLC35D2","brown"
"13069","ZNF367","brown"
"13070","HABP4","grey60"
"13071","CDC14B","grey60"
"13072","AAED1","brown"
"13073","LOC441455","brown"
"13074","ZNF510","grey60"
"13075","ZNF782","brown"
"13076","LOC100132781","brown"
"13077","HIATL2","brown"
"13078","CTSV","blue"
"13079","LOC286359","blue"
"13080","TDRD7","brown"
"13081","TMOD1","brown"
"13082","TSTD2","brown"
"13083","NCBP1","brown"
"13084","XPA","brown"
"13085","C9orf156","brown"
"13086","HEMGN","cyan"
"13087","ANP32B","grey60"
"13088","TRIM14","grey60"
"13089","CORO2A","grey60"
"13090","GABBR2","blue"
"13091","ANKS6","grey60"
"13092","GALNT12","grey60"
"13093","COL15A1","cyan"
"13094","TGFBR1","brown"
"13095","ALG2","brown"
"13096","NAMA","blue"
"13097","LOC101928438","brown"
"13098","STX17-AS1","brown"
"13099","STX17","brown"
"13100","ERP44","brown"
"13101","INVS","brown"
"13102","TEX10","brown"
"13103","MSANTD3","grey60"
"13104","MSANTD3-TMEFF1","grey60"
"13105","TMEFF1","brown"
"13106","MURC","brown"
"13107","LPPR1","cyan"
"13108","BAAT","brown"
"13109","MRPL50","brown"
"13110","ZNF189","grey60"
"13111","ALDOB","brown"
"13112","TMEM246-AS1","grey60"
"13113","RNF20","brown"
"13114","GRIN3A","grey60"
"13115","PPP3R2","thistle2"
"13116","LINC01492","blue"
"13117","SMC2","brown"
"13118","OR13F1","blue"
"13119","OR13C3","cyan"
"13120","OR13C2","blue"
"13121","NIPSNAP3A","brown"
"13122","ABCA1","grey60"
"13123","SLC44A1","brown"
"13124","FKTN","grey60"
"13125","TAL2","grey60"
"13126","TMEM38B","brown"
"13127","ZNF462","grey60"
"13128","MIR548Q","grey60"
"13129","LOC340512","skyblue"
"13130","RAD23B","grey60"
"13131","IKBKAP","grey60"
"13132","FAM206A","brown"
"13133","TMEM245","grey60"
"13134","MIR32","brown"
"13135","FRRS1L","blue"
"13136","EPB41L4B","grey60"
"13137","PTPN3","grey60"
"13138","MIR3927","skyblue"
"13139","PALM2","brown"
"13140","PALM2-AKAP2","brown"
"13141","AKAP2","brown"
"13142","C9orf152","grey60"
"13143","TXN","brown"
"13144","TXNDC8","pink"
"13145","SVEP1","brown"
"13146","MUSK","brown"
"13147","LPAR1","brown"
"13148","OR2K2","grey60"
"13149","KIAA0368","grey60"
"13150","PTGR1","brown"
"13151","DNAJC25-GNG10","blue"
"13152","DNAJC25","brown"
"13153","GNG10","blue"
"13154","C9orf84","brown"
"13155","UGCG","brown"
"13156","MIR4668","brown"
"13157","MIR3134","brown"
"13158","SUSD1","brown"
"13159","PTBP3","brown"
"13160","HSDL2","brown"
"13161","KIAA1958","brown"
"13162","INIP","brown"
"13163","SNX30","grey60"
"13164","SLC46A2","brown"
"13165","ZNF883","brown"
"13166","ZFP37","pink"
"13167","SLC31A2","blue"
"13168","FKBP15","grey60"
"13169","SLC31A1","brown"
"13170","CDC26","brown"
"13171","PRPF4","brown"
"13172","ALAD","grey60"
"13173","ZNF618","grey60"
"13174","AMBP","blue"
"13175","COL27A1","grey60"
"13176","MIR455","cyan"
"13177","ORM1","skyblue"
"13178","ATP6V1G1","brown"
"13179","LOC100505478","blue"
"13180","TNFSF8","blue"
"13181","TNC","grey60"
"13182","DEC1","skyblue"
"13183","LOC101928775","thistle2"
"13184","PAPPA","pink"
"13185","PAPPA-AS1","plum2"
"13186","ASTN2-AS1","brown"
"13187","LOC101928797","brown"
"13188","TLR4","blue"
"13189","MIR147A","pink"
"13190","CDK5RAP2","grey60"
"13191","MEGF9","blue"
"13192","FBXW2","grey60"
"13193","LOC100288842","grey60"
"13194","PSMD5","brown"
"13195","PSMD5-AS1","brown"
"13196","RAB14","brown"
"13197","STOM","brown"
"13198","GGTA1P","brown"
"13199","MIR4478","orangered3"
"13200","LHX6","grey60"
"13201","RBM18","brown"
"13202","MRRF","brown"
"13203","OR1J1","brown"
"13204","OR1J4","skyblue"
"13205","OR1N2","steelblue"
"13206","OR1Q1","skyblue1"
"13207","OR1L1","skyblue"
"13208","OR1L3","blue"
"13209","OR5C1","blue"
"13210","OR1K1","brown"
"13211","PDCL","brown"
"13212","RC3H2","brown"
"13213","SNORD90","coral1"
"13214","ZBTB6","brown"
"13215","ZBTB26","grey60"
"13216","RABGAP1","brown"
"13217","MIR600HG","grey60"
"13218","MIR600","grey60"
"13219","STRBP","brown"
"13220","MIR601","brown"
"13221","MIR7150","blue"
"13222","NR5A1","thistle2"
"13223","NR6A1","grey60"
"13224","MIR181A2HG","pink"
"13225","MIR181A2","brown"
"13226","MIR181B2","brown"
"13227","GOLGA1","grey60"
"13228","SCAI","grey60"
"13229","HSPA5","brown"
"13230","GAPVD1","brown"
"13231","MAPKAP1","grey60"
"13232","PBX3","grey60"
"13233","LOC101929116","blue"
"13234","NRON","pink"
"13235","ZBTB43","brown"
"13236","ZBTB34","brown"
"13237","RALGPS1","grey60"
"13238","ANGPTL2","grey60"
"13239","GARNL3","brown"
"13240","ZNF79","brown"
"13241","SNORA65","grey60"
"13242","MIR3960","blue"
"13243","MIR2861","thistle2"
"13244","SLC25A25-AS1","grey60"
"13245","PTGES2-AS1","brown"
"13246","DNM1","grey60"
"13247","MIR199B","plum2"
"13248","MIR3154","orangered3"
"13249","GOLGA2","grey60"
"13250","GLE1","brown"
"13251","SPTAN1","grey60"
"13252","SET","grey60"
"13253","C9orf106","brown"
"13254","C9orf78","brown"
"13255","FNBP1","brown"
"13256","GPR107","grey60"
"13257","LOC100272217","brown"
"13258","FUBP3","grey60"
"13259","MIR6856","brown"
"13260","EXOSC2","grey60"
"13261","LAMC3","blue"
"13262","AIF1L","blue"
"13263","NUP214","grey60"
"13264","PPAPDC3","antiquewhite4"
"13265","SNORD62A","grey60"
"13266","SNORD62B","grey60"
"13267","SETX","brown"
"13268","TTF1","brown"
"13269","DDX31","grey60"
"13270","GTF3C4","grey60"
"13271","TSC1","grey60"
"13272","OBP2B","coral1"
"13273","ABO","grey60"
"13274","SURF6","grey60"
"13275","SNORD36B","grey60"
"13276","SNORD36A","grey60"
"13277","SNORD36C","grey60"
"13278","STKLD1","grey60"
"13279","TMEM8C","blue"
"13280","BRD3","grey60"
"13281","MIR4669","orangered3"
"13282","FCN2","steelblue"
"13283","FCN1","cyan"
"13284","OLFM1","thistle2"
"13285","LOC401557","blue"
"13286","LCN1","skyblue"
"13287","OBP2A","blue"
"13288","PAEP","blue"
"13289","GLT6D1","steelblue"
"13290","LCN9","skyblue1"
"13291","SOHLH1","cyan"
"13292","CAMSAP1","grey60"
"13293","QSOX2","grey60"
"13294","DKFZP434A062","blue"
"13295","C9orf163","pink"
"13296","MIR4673","grey60"
"13297","LINC01573","grey60"
"13298","SNORA17","grey60"
"13299","LCN6","cyan"
"13300","LOC100128593","mediumpurple2"
"13301","LCN8","firebrick4"
"13302","LCN15","blue"
"13303","MAMDC4","grey60"
"13304","MIR4479","grey60"
"13305","C8G","pink"
"13306","LCN12","pink"
"13307","PTGDS","antiquewhite4"
"13308","LCNL1","thistle2"
"13309","CLIC3","pink"
"13310","CYSRT1","pink"
"13311","SLC34A3","grey60"
"13312","C9orf173","grey60"
"13313","EHMT1","grey60"
"13314","EHMT1-IT1","brown"
"13315","MIR602","skyblue"
"13316","LOC100133077","blue"
"13317","TUBBP5","grey60"
"13318","LINC00685","grey60"
"13319","SHOX","mediumpurple2"
"13320","CRLF2","thistle2"
"13321","LINC00106","grey60"
"13322","AKAP17A","grey60"
"13323","ASMT","grey60"
"13324","CD99P1","grey60"
"13325","XG","blue"
"13326","XGY2","blue"
"13327","GYG2","grey60"
"13328","MXRA5","brown"
"13329","PRKX","brown"
"13330","PRKX-AS1","brown"
"13331","LOC101928201","pink"
"13332","NLGN4X","brown"
"13333","HDHD1","brown"
